work type,"title/_pref=""preferred""","title/_pref=""alternate""",title/_lang,creator,"measurements/_unit=""cm""",materials technique,style,creation date,"location/_type=""creation Location""","location/_type=""currentRepository""",classification,related work/_part of,related work/_larger context for,link related resource,rights_Resource,record source
painting,"""MAR.21,1970""",Saturday.,English,"Kawara, On",,acrylic painting,conceptual art,1970-03-21,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""MAR.22,1970""","More than 1,000,000,000,000 dollars has been spent for arms and armed forces around the world over the last 6 years.",English,"Kawara, On",,acrylic painting,conceptual art,1970-03-22,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""MAR.23,1970""","In Brazzaville, Congo Republic, about 50 rebel commandos seized the Brazzaville radio early today and announced the overthrow of the People’s Republic of President Marien Ngouabi.",English,"Kawara, On",,acrylic painting,conceptual art,1970-03-23,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""MAR.24,1970""","A United States air attaché Lieut. Col. Donald J. Crowley, was kidnapped in Santo Domingo, Diminican Republic today by guerillas who remanded the release of 21 prisoners being held by the Government in exchange for his release.",English,"Kawara, On",,acrylic painting,conceptual art,1970-03-24,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""MAR.25,1970""",Lebanon was tense today after fighting between Palestinian commandos and mountain villagers in which killed and at least 13 wounded.,English,"Kawara, On",,acrylic painting,conceptual art,1970-03-25,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""MAR.26,1970""",The four powers that conquered and occupied Germany in World War II met today in Berlin in their first attempt in 11 years to relieve some of the tensions that remain in the divided and isolated city.,English,"Kawara, On",,acrylic painting,conceptual art,1970-03-26,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""MAR.27,1970""","South Vietnamese troops, supported by artillery and advance air strikes, launched their first major operation into Cambodia today.",English,"Kawara, On",,acrylic painting,conceptual art,1970-03-27,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""MAR.28,1970""","The White House said today for the first time that American troops, depending on the judgement of their field commanders, were permitted to cross the Cambodian border in response to enemy threats.",English,"Kawara, On",,acrylic painting,conceptual art,1970-03-28,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""MAR.29,1970""",About 600 people were killed and several hundred were injured by an earthquake that shook western Turkey tonight.,English,"Kawara, On",,acrylic painting,conceptual art,1970-03-29,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""MAR.30,1970""",Monday.,English,"Kawara, On",,acrylic painting,conceptual art,1970-03-30,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""MAR.30,1970""","Queen Elizabeth, Prince Philip, the Prince of Wales and Princess Anne arrived in Sydney this morning for a five-week tour of Australia to make the 200th anniversary of the discovery by Capt. James Cook of the Eastern coast of Australia.",English,"Kawara, On",,acrylic painting,conceptual art,1970-03-30,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""MAR.31,1970""","Fifteen radical leftist students, some armed wih samurai swords, hijacked a Japan Air Lines jetliner carrying 136 persons today and ordered it to fly to North Korea, the Tokyo Airport reported.",English,"Kawara, On",,acrylic painting,conceptual art,1970-03-31,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",,,,"Buren, D., Weiss, J., Wheeler, A., Davis, W., Solomon R. Guggenheim Museum, Gough, M., Highmore, B., McCarthy, T. and Stewart, S. (2015d). On Kawara - Silence. Guggenheim Museum Publications."
painting,"""JUNE 5,1966""","An earthquake shook Skopje, Yugoslavia.",English,"Kawara, On",25.5 x 33 cm,acrylic painting,conceptual art,1966-06-05,New York,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)","artist-made cardboard storage box with newspaper (JUNE 5,1966)",,,"Kawara, O. (1992b). A on Kawara: Date Paintings in 89 Cities. BOYMANS-VAN BEUNINGEN MUSEUM."
painting,"""10 MAY.68""","Grandioso homenaje a la madre mexicana y un ciclón quw mató casi 1,000 personas en la zona de Aykab de Birmania.",Spanish,"Kawara, On",25.5 x 33 cm,acrylic painting,conceptual art,1968-05-10,Ciudad de México,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",artist-made cardboard storage box with newspaper (10 MAY.68),,,"Kawara, O. (1992b). A on Kawara: Date Paintings in 89 Cities. BOYMANS-VAN BEUNINGEN MUSEUM."
painting,"""6 OCT. 68""","Una mujer de pelo canoso obligó hoy al piloto de un avión turístico mexicano de pasajeros a dirigirse a la Habana, cuando la máquina volaba sobre el Mar Caribe.",Spanish,"Kawara, On",20.5 x 25.5 cm,acrylic painting,conceptual art,1968-10-06,Quito,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",artist-made cardboard storage box with newspaper (6 OCT.68),,,"Kawara, O. (1992b). A on Kawara: Date Paintings in 89 Cities. BOYMANS-VAN BEUNINGEN MUSEUM."
painting,"""17 OCT. 68""",La Apolo-7 en el espacio y la XIX Olimpiada en la Ciudad de México.,Spanish,"Kawara, On",20.5 x 25.5 cm,acrylic painting,conceptual art,1968-10-17,Lima,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",artist-made cardboard storage box with newspaper (17 OCT.68),,,"Kawara, O. (1992b). A on Kawara: Date Paintings in 89 Cities. BOYMANS-VAN BEUNINGEN MUSEUM."
painting,"""14 NOV. 68""",La Unión Soviética anunció que su cosmonave Zond-6 circunvoló hoy la Luna y está continuando su vuelo traslunar.,Spanish,"Kawara, On",25.5 x 33 cm,acrylic painting,conceptual art,1968-11-14,Buenos Aires,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",artist-made cardboard storage box with newspaper (14 NOV.68),,,"Kawara, O. (1992b). A on Kawara: Date Paintings in 89 Cities. BOYMANS-VAN BEUNINGEN MUSEUM."
painting,"""30 NOV. 68""",Hotel Paraque Casino' con una tableta de EXCEDRIN en Montevideo.,Spanish,"Kawara, On",20.5 x 25.5 cm,acrylic painting,conceptual art,1968-11-30,Montevideo,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",artist-made cardboard storage box with newspaper (30 NOV.68),,,"Kawara, O. (1992b). A on Kawara: Date Paintings in 89 Cities. BOYMANS-VAN BEUNINGEN MUSEUM."
painting,"""16 FEV. 1969""",CARNAVAL DO BRASIL.,Portuguese,"Kawara, On",20.5 x 25.5 cm,acrylic painting,conceptual art,1969-02-16,São Paulo,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",artist-made cardboard storage box with newspaper (16 FEV.1969),,,"Kawara, O. (1992b). A on Kawara: Date Paintings in 89 Cities. BOYMANS-VAN BEUNINGEN MUSEUM."
painting,"""22 FEV. 1969""","Em Jerusalém, a polícia política israelense mantém, hoje, mais de 500 pessoas detidas sob suspeita de participacâo no atentado cometido antem contra um supermercado de Jerusalém, que causou a morte de duas pessoas.",Portuguese,"Kawara, On",20.5 x 25.5 cm,acrylic painting,conceptual art,1969-02-22,Brasília,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",artist-made cardboard storage box with newspaper (22 FEV.1969),,,"Kawara, O. (1992b). A on Kawara: Date Paintings in 89 Cities. BOYMANS-VAN BEUNINGEN MUSEUM."
painting,"""8 MAR. 69""","Terminadas ya las pruebas más peligrosas, los astronautas de la cápsula Apolo 9 se dedicaron hoy a su nueva tarea: Examiner la Tierra, desde una altura de 160 kilómetros en el espacio, en busca de riquezas escondidas.",Spanish,"Kawara, On",20.5 x 25.5 cm,acrylic painting,conceptual art,1969-03-08,Caracas,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",artist-made cardboard storage box with newspaper (8 MAR.69),,,"Kawara, O. (1992b). A on Kawara: Date Paintings in 89 Cities. BOYMANS-VAN BEUNINGEN MUSEUM."
painting,"""AUG.25,1970""","BOAC passenger jet was forced to turn sharply today when three U.S. Air Force planes came too close to it near the coast of Vietnam. A BOAC spokesman said 14 of the 114 passengers aboard the plane, flying from Bangkok to Hong Kong, were shaken up by the maneuver and required hospital treatment on arrival at Hong Kong.",English,"Kawara, On",25.5 x 33 cm,acrylic painting,conceptual art,1970-08-25,Buffalo,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)","artist-made cardboard storage box with newspaper (AUG.25,1970)",,,"Kawara, O. (1992b). A on Kawara: Date Paintings in 89 Cities. BOYMANS-VAN BEUNINGEN MUSEUM."
painting,"""AUG. 29, 1970""","In Los Angeles, one person was killed and 40 others injured when rioting broke out at the National Chicano Moratorium antiwar demonstration attended by an estimated 7,000 persons today.",English,"Kawara, On",25.5 x 33 cm,acrylic painting,conceptual art,1907-08-29,Ottawa,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)","artist-made cardboard storage box with newspaper (AUG.25,1970)",,,"Kawara, O. (1992b). A on Kawara: Date Paintings in 89 Cities. BOYMANS-VAN BEUNINGEN MUSEUM."
painting,"""31 AOUT 1970""",Le fédéralisme aurait coûté $1 milliard au Québec en cinq ans.,French,"Kawara, On",25.5 x 33 cm,acrylic painting,conceptual art,1970-08-31,Québec,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",artist-made cardboard storage box with newspaper (31 AOUT 1970),,,"Kawara, O. (1992b). A on Kawara: Date Paintings in 89 Cities. BOYMANS-VAN BEUNINGEN MUSEUM."
painting,"""26.DEC.1970""",Saboto.,Esperanto,"Kawara, On",25.5 x 33 cm,acrylic painting,conceptual art,1970-12-26,Tōkyō,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",artist-made cardboard storage box with newspaper (26.DEC.1970),,,"Kawara, O. (1992b). A on Kawara: Date Paintings in 89 Cities. BOYMANS-VAN BEUNINGEN MUSEUM."
painting,"""JAN. 29, 1971""","A devastating cyclone, Felice, tore across Mozambique, the Portuguese possession in East Africa today. Government officials said they feared as many as 100,000 persons might have been killed.",English,"Kawara, On",20.5 x 25.5 cm,acrylic painting,conceptual art,1971-01-29,Honolulu,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)","artist-made cardboard storage box with newspaper (JAN.29,1971)",,,"Kawara, O. (1992b). A on Kawara: Date Paintings in 89 Cities. BOYMANS-VAN BEUNINGEN MUSEUM."
painting,"""28DEC.1972""",Jag vet inte.,Swedish,"Kawara, On",25.5 x 33 cm,acrylic painting,conceptual art,1972-12-28,Stockholm,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",artist-made cardboard storage box with newspaper (28 DEC.1972),,,"Kawara, O. (1992b). A on Kawara: Date Paintings in 89 Cities. BOYMANS-VAN BEUNINGEN MUSEUM."
painting,"""11 FEV. 1973""",Dimanche.,French,"Kawara, On",20.5 x 25.5 cm,acrylic painting,conceptual art,1973-02-11,Paris,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",artist-made cardboard storage box with newspaper (11 FEV.1973),,,"Kawara, O. (1992b). A on Kawara: Date Paintings in 89 Cities. BOYMANS-VAN BEUNINGEN MUSEUM."
painting,"""4 MARS 1973""",Dimanche.,French,"Kawara, On",20.5 x 25.5 cm,acrylic painting,conceptual art,1973-03-04,Dakar,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",artist-made cardboard storage box with newspaper (4 MARS 1973),,,"Kawara, O. (1992b). A on Kawara: Date Paintings in 89 Cities. BOYMANS-VAN BEUNINGEN MUSEUM."
painting,"""APR. 9,1973""",Monday.,English,"Kawara, On",25.5 x 33 cm,acrylic painting,conceptual art,1973-04-09,Halifax,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)","artist-made cardboard storage box with newspaper (APR.9,1973)",,,"Kawara, O. (1992b). A on Kawara: Date Paintings in 89 Cities. BOYMANS-VAN BEUNINGEN MUSEUM."
painting,"""APR.15,1973""",Sunday.,English,"Kawara, On",25.5 x 33 cm,acrylic painting,conceptual art,1973-04-15,Boston,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)","artist-made cardboard storage box with newspaper (APR.15,1973)",,,"Kawara, O. (1992b). A on Kawara: Date Paintings in 89 Cities. BOYMANS-VAN BEUNINGEN MUSEUM."
painting,"""OCT.13,1973""",Saturday.,English,"Kawara, On",25.5 x 33 cm,acrylic painting,conceptual art,1973-10-13,Columbus,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)","artist-made cardboard storage box with newspaper (OCT.13,1973)",,,"Kawara, O. (1992b). A on Kawara: Date Paintings in 89 Cities. BOYMANS-VAN BEUNINGEN MUSEUM."
painting,"""OCT.19,1973""",Friday.,English,"Kawara, On",25.5 x 33 cm,acrylic painting,conceptual art,1973-10-19,Saint Louis,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)","artist-made cardboard storage box with newspaper (OCT.19,1973)",,,"Kawara, O. (1992b). A on Kawara: Date Paintings in 89 Cities. BOYMANS-VAN BEUNINGEN MUSEUM."
painting,"""OCT.26,1973""",Friday.,English,"Kawara, On",25.5 x 33 cm,acrylic painting,conceptual art,1973-10-26,Denver,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)","artist-made cardboard storage box with newspaper (OCT.26,1973)",,,"Kawara, O. (1992b). A on Kawara: Date Paintings in 89 Cities. BOYMANS-VAN BEUNINGEN MUSEUM."
painting,"""NOV.7,1973""",Wednesday.,English,"Kawara, On",25.5 x 33 cm,acrylic painting,conceptual art,1973-10-26,Las Vegas,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)","artist-made cardboard storage box with newspaper (NOV.7,1973)",,,"Kawara, O. (1992b). A on Kawara: Date Paintings in 89 Cities. BOYMANS-VAN BEUNINGEN MUSEUM."
painting,"""DEC.8,1973""",Saturday.,English,"Kawara, On",25.5 x 33 cm,acrylic painting,conceptual art,1973-12-08,San Diego,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)","artist-made cardboard storage box with newspaper (DEC.8,1973)",,,"Kawara, O. (1992b). A on Kawara: Date Paintings in 89 Cities. BOYMANS-VAN BEUNINGEN MUSEUM."
painting,"""MAR.17,1974""",Sunday.,English,"Kawara, On",20.5 x 25.5 cm,acrylic painting,conceptual art,1974-03-17,Richmond,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)","artist-made cardboard storage box with newspaper (MAR.17,1974)",,,"Kawara, O. (1992b). A on Kawara: Date Paintings in 89 Cities. BOYMANS-VAN BEUNINGEN MUSEUM."
painting,"""MAR.24,1974""",Sunday.,English,"Kawara, On",25.5 x 33 cm,acrylic painting,conceptual art,1974-03-24,Miami Beach,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)","artist-made cardboard storage box with newspaper (MAR.24,1974)",,,"Kawara, O. (1992b). A on Kawara: Date Paintings in 89 Cities. BOYMANS-VAN BEUNINGEN MUSEUM."
painting,"""APR.3,1974""",Wednesday.,English,"Kawara, On",25.5 x 33 cm,acrylic painting,conceptual art,1974-04-03,Washington,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)","artist-made cardboard storage box with newspaper (APR.3,1974)",,,"Kawara, O. (1992b). A on Kawara: Date Paintings in 89 Cities. BOYMANS-VAN BEUNINGEN MUSEUM."
painting,"""17.OKT.1974""",Donnerstag.,German,"Kawara, On",20.5 x 25.5 cm,acrylic painting,conceptual art,1974-10-17,Bern,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",artist-made cardboard storage box with newspaper (17.OKT.1974),,,"Kawara, O. (1992b). A on Kawara: Date Paintings in 89 Cities. BOYMANS-VAN BEUNINGEN MUSEUM."
painting,"""20 OCT.1974""",Dimanche.,French,"Kawara, On",20.5 x 25.5 cm,acrylic painting,conceptual art,1974-10-20,Genève,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",artist-made cardboard storage box with newspaper (20 OCT.1974),,,"Kawara, O. (1992b). A on Kawara: Date Paintings in 89 Cities. BOYMANS-VAN BEUNINGEN MUSEUM."
painting,"""DEC.28,1974""",Saturday.,English,"Kawara, On",25.5 x 33 cm,acrylic painting,conceptual art,1974-12-28,New Orleans,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)","artist-made cardboard storage box with newspaper (DEC.28,1974)",,,"Kawara, O. (1992b). A on Kawara: Date Paintings in 89 Cities. BOYMANS-VAN BEUNINGEN MUSEUM."
painting,"""JAN.6,1975""",Monday.,English,"Kawara, On",25.5 x 33 cm,acrylic painting,conceptual art,1975-01-06,Dallas,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)","artist-made cardboard storage box with newspaper (JAN.6,1975)",,,"Kawara, O. (1992b). A on Kawara: Date Paintings in 89 Cities. BOYMANS-VAN BEUNINGEN MUSEUM."
painting,"""9.JULI 1976""",Freitag.,German,"Kawara, On",25.5 x 33 cm,acrylic painting,conceptual art,1976-07-09,Berlin,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",artist-made cardboard storage box with newspaper (9.JULI 1976),,,"Kawara, O. (1992b). A on Kawara: Date Paintings in 89 Cities. BOYMANS-VAN BEUNINGEN MUSEUM."
painting,"""27 DEC.1978""",Merkredo.,Esperanto,"Kawara, On",25.5 x 33 cm,acrylic painting,conceptual art,1978-12-27,Seoul,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",artist-made cardboard storage box with newspaper (27 DEC. 1978),,,"Kawara, O. (1992b). A on Kawara: Date Paintings in 89 Cities. BOYMANS-VAN BEUNINGEN MUSEUM."
painting,"""12.SEPT.1979""",Mittwoch.,German,"Kawara, On",20.5 x 25.5 cm,acrylic painting,conceptual art,1979-09-12,München,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",artist-made cardboard storage box with newspaper (12.SEPT.1979),,,"Kawara, O. (1992b). A on Kawara: Date Paintings in 89 Cities. BOYMANS-VAN BEUNINGEN MUSEUM."
painting,"""AUG.3,1981""",Monday.,English,"Kawara, On",25.5 x 33 cm,acrylic painting,conceptual art,1981-08-03,North East Margaree,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)","artist-made cardboard storage box with newspaper (AUG.3,1981)",https://www.diaart.org/media/w1050h700/object/aug-3-1981.jpg,"Dia Art Foundation; Gift of One Million Years Foundation. © One Million Years Foundation. Photo: Bill Jacobson Studio, New York","Kawara, O. (1992b). A on Kawara: Date Paintings in 89 Cities. BOYMANS-VAN BEUNINGEN MUSEUM."
painting,"""27 JUL.1988""",Mekredo.,Esperanto,"Kawara, On",25.5 x 33 cm,acrylic painting,conceptual art,1988-07-27,Sapporo,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",artist-made cardboard storage box with newspaper (27 JUL.1988),,,"Kawara, O. (1992b). A on Kawara: Date Paintings in 89 Cities. BOYMANS-VAN BEUNINGEN MUSEUM."
painting,"""25.JAN.1989""",Mittwoch.,German,"Kawara, On",25.5 x 33 cm,acrylic painting,conceptual art,1989-01-25,Stuttgart,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",artist-made cardboard storage box with newspaper (25.JAN.1989),,,"Kawara, O. (1992b). A on Kawara: Date Paintings in 89 Cities. BOYMANS-VAN BEUNINGEN MUSEUM."
painting,"""12 GEN.1990""",Divendres.,Catalan,"Kawara, On",25.5 x 33 cm,acrylic painting,conceptual art,1990-01-12,Barcelona,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",artist-made cardboard storage box with newspaper (12 GEN.1990),,,"Kawara, O. (1992b). A on Kawara: Date Paintings in 89 Cities. BOYMANS-VAN BEUNINGEN MUSEUM."
painting,"""APR.5,1990""",Thursday.,English,"Kawara, On",25.5 x 33 cm,acrylic painting,conceptual art,1990-04-05,Sydney,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)","artist-made cardboard storage box with newspaper (APR.5,1990)",,,"Kawara, O. (1992b). A on Kawara: Date Paintings in 89 Cities. BOYMANS-VAN BEUNINGEN MUSEUM."
painting,"""22 OTT.1990""",Lunedi.,Italian,"Kawara, On",20.5 x 25.5 cm,acrylic painting,conceptual art,1990-10-22,Roma,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",artist-made cardboard storage box with newspaper (22 OTT.1990),,,"Kawara, O. (1992b). A on Kawara: Date Paintings in 89 Cities. BOYMANS-VAN BEUNINGEN MUSEUM."
painting,"""4 NOV.1990""",Dimanche.,French,"Kawara, On",25.5 x 33 cm,acrylic painting,conceptual art,1990-11-04,Dijon,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",artist-made cardboard storage box with newspaper (4.NOV.1990),,,"Kawara, O. (1992b). A on Kawara: Date Paintings in 89 Cities. BOYMANS-VAN BEUNINGEN MUSEUM."
painting,"""11.NOV.1990""",Sonntag.,German,"Kawara, On",20.5 x 25.5 cm,acrylic painting,conceptual art,1991-11-11,Frankfurt am Main,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",artist-made cardboard storage box with newspaper (11.NOV.1990),,,"Kawara, O. (1992b). A on Kawara: Date Paintings in 89 Cities. BOYMANS-VAN BEUNINGEN MUSEUM."
painting,"""6 MRT.1991""",Woensdag.,Dutch,"Kawara, On",25.5 x 33 cm,acrylic painting,conceptual art,1991-03-06,Rotterdam,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",artist-made cardboard storage box with newspaper (6.MRT.1991),,,"Kawara, O. (1992b). A on Kawara: Date Paintings in 89 Cities. BOYMANS-VAN BEUNINGEN MUSEUM."
painting,"""10.OKT.1991""",Donnerstag.,German,"Kawara, On",25.5 x 33 cm,acrylic painting,conceptual art,1991-10-10,Freie und Hansestadt Hamburg,unknown,serial art,"Today Series/Date Paintings (January 4, 1966-2013)",artist-made cardboard storage box with newspaper (10.OKT.1991),,,"Kawara, O. (1992b). A on Kawara: Date Paintings in 89 Cities. BOYMANS-VAN BEUNINGEN MUSEUM."
